description,tags
명상? mindfulness? 어떻게 할까?  (바레인에 파병된 미해군을 위한 마음챙김 명상 지도용 군종 동영상 입니다.) 원불교김일덕교무 미해군군종장교로활동중  나대종사님! 대종사님!저 요새 좌선에 재미 붙였어요! 정신이 맑아지고 잡념이 없어지고...좀 있으면 성불하겠쥬? 대종사님 오오 좋아좋아 쓰담쓰담 나 어제도 학교 째고 집에서 명상했어요! 대종사님 ??? 나 선 하려먼 산에 들어가 각잡고 해야지 학교 다니고 사람 만나고 할거 다하면 어떻게 해요. 이참에 동굴에 들어가서 면벽수행이나... 대종사님 그러면 어떻게 되는지 알아? 나 성불? 대종사님 쓰레기 나 대...종...사...님... 그런 단어 쓰셔도 돼요?  체통을...  대종사님 쓸모없는 사람! 그게 돌멩이지 사람이냐  ...앉아서만 하고 서서 못하는 선은 병든 선이라 어찌 중생을 건지는 대법이 되리요. 뿐만 아니라 성품의 자체가 한갓 공적에만 그친 것이 아니니 만일 무정물과 같은 선을 닦을진대 이것은 성품을 단련하는 선공부가 아니요 '무용한 병신'을 만드는 일이니라. (원불교 정전 무시선법)  본래의 나를 찾고 마음의 힘을 기르는 선()은 불교의 핵심 수행이다. 그러나 세상을 떠나 돌이나 나무처럼 아무 것도 못하는 사람이 된다면 마음의 힘은 커녕 무용한 병신이 되는 것!  평상시엔 마음의 힘을 기르는 연습을 일이 있을 땐 마음을 챙기고 그 일에 최선을. 공부할 때 밥 먹을 때 어느 때 어디서나 본래 마음으로 그 일에 올바르게 집중하자는 원불교의 수행표어 무시선 무처선( Timeless Son Placeless Son)  나 평상시에 잘 하는 게 그렇게 중요하면 원불교 교당은 왜 가는 거에요? 대종사님 평상시에 마음을 잘 쓸 수 있는 방법을 배우고 멘탈을 키워야지. 마음도 쓰는 법을 알아야 잘 씀  일상생활에서 한 주 동안의 내 생활을 돌아보고 마음을 마음대로 쓸 수 있는 힘을 기르는 곳. 원불교 교당이다.  출처 원불교는 치킨 먹어도 됨. (httpswww.facebook.comWonintro)   고원회에서는 화요일마다 동아리방에서 명상을 하고 있습니다! (코로나19로 지금은 쉬고 있습니다.) 그 누구도 그 무엇도 상관이 없으니 함께 했으면 좋겠습니다!   이외 더 자세한 사항은 현 고원회 회장(010 8895 4100)로 전화주시거나 학생회관 2층 208호 동아리방으로 찾아오시면 알 수 있습니당. 궁금하신 분들의 적극적 참여 기대하겠습니다!   댓글로 원불교에 대해 궁금한 사항이 있으시다면 달아주세요! 다음번 카드뉴스에 반영하겠습니다!  원불교 안암교당 인스타그램httpswww.instagram.comwonanamtemple 마음공부 유튜브 동그리 httpswww.youtube.comchannelUCkzuj2RKm4pKNW7MJOldKA 키다리 교무님 유튜브 httpswww.youtube.comchannelUCvyo0czsAm4u2eUiSTUvSew 원불교 안암교당 httpswww.youtube.comchannelUCLZckhEYC12xVY0uw8Wz4xA 원불교 안암교당 팟빵 httpwww.podbbang.comch13212 원불교 중앙총부 httpswww.youtube.comchannelUCZc1d2W2qL8DqIsGGHGFWEg 원불교 중앙교구 라디오 httpwww.podbbang.comch1773093,"['동아리', '종교']"
스쿼시 고려대학교 중앙 스쿼시동아리 엔더스 신입부원 모집 고려대학교 중앙 스쿼시동아리 엔더스에서 신입부원을 모집합니다. 학번무관학과무관성별무관상시모집이니 스쿼시에 관심있는 학우님들께선 아래 임원진 연락처로 연락주세요!   스쿼시란? 테니스나 배드민턴과 같은 라켓운동으로 사방이 벽으로 둘러싸인 코트에서 벽에 볼을 튀기고 이를 받아 쳐내는 경기입니다. 재미는 물론 운동효과가 탁월하여 남녀 모두 즐길 수 있는 운동입니다.    정기모임 엔더스 정기모임은 월요일 목요일 오후 7시부터 9시까지 화정체육관 지하 1층 스쿼시장에서 진행됩니다. 월요일과 목요일에는 강습부장의 스쿼시 강습이 진행됩니다. 정기모임은 필참이 아니니 자신의 스케줄에 맞춰 참여해 주시면 됩니다.   스쿼시가 처음이에요. 강습 때 기초부터 차근차근 가르쳐드리고 있으니 초보자라도 부담없이 칠 수 있습니다. 또한 스쿼시가 타 스포츠에 비해 생소한 면이 있기 때문에 동아리 가입 전에 강습을 한 번 들을 수 있는 기회를 제공해드리고 있습니다. 강습을 들은 후 임원진에게 가입여부를 알려주세요!   준비물 개인 운동복(일일권 사용시 필요정기권 사용시 화정체육관에서 지급됩니다) 인도어화 개인 세면도구가 필요합니다. (수건은 화정 체육관에서 대여가능) 연습용 라켓과 공은 동아리에서 빌려드립니다.    엔더스 가입방법 엔더스 계좌로 회비 30000원 입금 후 아래 임원진 연락처로 가입확인 문자를 보내주세요. 임원진이 입금이 확인되는 대로 엔더스 단톡방과 공지톡에 초대해 드립니다.  엔더스 계좌   케이뱅크 100188760127 이지영   화정체육관 이용방법(2가지)  1) 정기이용권 이용  portal.korea.ac.kr 에 접속 후 로그인  정보생활화정체육관 클릭  원하시는 종목  기간 선택 후 가입하기  해당계좌로 입금  화정체육관 이용  2) 일일이용권 이용  고려대학교 화정체육관 스쿼시장 계좌로 일일이용료 5000원 입금  화정체육관 1층 데스크에 문의 후 이용  스쿼시장 계좌번호  하나은행 39191000524604   엔더스 인스타 계정  kuenthes   임원진 연락처  부회장 김도현  01050675502  부회장 박슬기  01022401897  코로나19로 인해 현재 화정체육관은 전면폐쇄상황입니다. 화정체육관이 재개하면 정기 모임 시작 시기를 공지하도록 하겠습니다.,"['동아리', '운동']"
UNSA에서 코로나19와 국경 공개세미나를 진행합니다 고려대학교 유엔학생연합 UNSA에서 4월 9일 19시에 ZOOM에서 공개세미나를 진행합니다.  '코로나19와 국경'이 주제로 UNSA의 활동에 관심 있는 고려대학교 학생이라면 자유롭게 참관 가능합니다.  참가 링크는 httpszoom.usj692472964?pwdN1NzV2twR0QyMmNzV3JtWG5CQlJUdz09  (PW9725)이며 세미나 시작 10분 전에 오픈할 예정입니다.   로그인 없이 접속이 가능하니 많은 참여 바랍니다!  UNSA에 대해 자세히 알고 싶으시다면  Facebook 고려대학교 UNSA 페이지를 참고해 주세요 ( httpswww.facebook.comkuunsa )  UNSA와 함께하며 국제사회에 대한 생각들을 함께 나눌 여러분들의 많은 참석을 기다립니다,"['사회', '동아리']"
고려대학교 합창단신입단원 모집! 합창의 덫 화음의 올가미 고려대학교 합창단에서 신입단원을 모집합니다! 매주 월금 오후 7시 정기연습 학생회관 514호 신입생 환영회 MT 봄소풍 여름합숙 등 다양한 행사  모집 관련 안내 모집분야 소프라노 알토 테너 베이스  반주자(반주자는 19 20학번만) 지원자격 2학기 이상 활동 가능한 고려대학교 학부 재 휴학생 및 대학원생 지원기간 2020년 5월 3일 자정까지 지원방법 아래 구글 설문지 링크를 통해 가입신청서 제출 후 단장 하기정(01040502841)에게 'OOO(이름) OOO(희망파트)로 지원합니다'라고 문자 보내주시면 지원이 접수됩니다. 확인 후 개별 연락을 통해 면접을 진행합니다. 면접에는 고려대학교 교가 1절과 자유곡 1곡을 준비해 오시면 됩니다.  httpsforms.gleF1hfZQtVXA8yNYNA6   합창단 홍보영상 httpswww.youtube.comwatch?veCRNsu26LVc  페이스북 httpswww.facebook.comkoreaunivchoir  유튜브 httpswww.youtube.comchannelUC4WhecKXhftyJsfL9HDmo0Q  메일 kugc1955gmail.com,"['동아리', '음악', '친목']"
일정변동참고 불아스는 복학생 고학번 대학원생도 환영합니다 불아스 중앙 댄스스포츠 동아리 신입 모집  불아스 제38기 신입부원을 모집합니다!! 춤을 좋아하는 사람! 댄스스포츠에 도전해보고 싶은 사람! 대회 공연 준비하며 소중한 친구를 만들고 싶은 사람! 모두모두 환영합니다! 불아스는 나이 학번 성별 학과 무관으로 활짝 열려있답니다!  모집일정 맛보기 강습 (필참이 아니니 부담갖지 마세요!)(추후 장소가 변경될 수 있습니다) 511 월 19시 4.18기념관 지하 1층 b106호 513 수 19시 4.18기념관 지하 1층 b106호 개강총회 514 목 19시 4.18 기념관 지하2층 소강당  총회 장소는 변경될 수 있습니다! 변경될 시 새로  공지하고 지원해주신 연락처로 연락 드리겠습니다  지원방법 514 개강총회날까지 아래 링크 통해서 지원해주세요!!  httpsdocs.google.comformsd1FPauseE07lmrJoWEHRt9OF42Q8Ol8IsXje1y7jV66Pwviewform?editrequestedtrue  망설이지 말고 드루와  학기 중 활동 일정 매주 월 목 19시 월요일 현직 프로 선생님들의 강습 목요일 월요일 수업 루틴 복습  회장단 강습 시험 전 주와 시험 주에는 모이지 않습니다! 학기 중 MT 계획 중  직전학기 성과 19년 9월 15일 SBS 집사부일체 86회 출연 19년 11월 9일 성북구청장배 댄스스포츠대회 일반부 단체 1위 4위 수상!  SNS 인스타그램 httpsinstagram.comitskuburas 페이스북 httpswww.facebook.comBurasDS 유튜브 httpswww.youtube.comchannelUCKDjwLltK27hgWDkWOfBPA KU CCL 홍보영상 httpsyoutu.bevYPtSqOCq1c  문의 불아스 회장단 최주영 01082556069 한희상 01074461019,"['동아리', '운동']"
고려대학교 산악부 KUAC에서 83기 신입생을 모집합니다! Since1938 고려대학교 산악회에서 도전을 사랑하는 사람을 모집합니다   동아리 소개 안녕하세요 82년 전통의 고려대학교 산악부에서 신입부원을 모집하고 있습니다!!! 고려대학교 산악부는 1938년 설립되어 활동중인 고려대 유일의 산악 동아리입니다. 지루한 일상에서 벗어나 성취감을 만끽하고 싶으신 분 스릴 넘치는 활동을 즐기시는 분 자신의 한계에 도전하고 싶으신 분들을 기다리고 있습니다!! 산악부의 오랜 역사와 함께하신 선배님들 그리고 수직의 벽에서 로프 하나에 서로를 의지하는 재학생들 모두 끈끈한 관계를 유지하는 고려대학교 산악부로 오세요!  활동소개 가장 주된 활동은 격주로 진행되는 금토 1박 2일의 정기 산행입니다.(시험기간 제외) 이때 주로 북한산 인수봉이나 도봉산 선인봉을 찾아 암벽등반을 진행합니다. 종주와 빙벽등반과 같은 활동 역시 진행하고 있으며 방학에는 설악산의 비경을 만끽할 수 있는 하계와 동계 산행이 있습니다. 평소에는 화정체육관이나 기타 다른 외부암장을 찾아 자율적으로 실내 클라이밍을 진행합니다. 또한 방학중에 해외의 멋진 봉우리와 절벽에 도전할 수 있는 원정도 기다리고 있으니 많은 관심 부탁드립니다!!!  필수활동학기 정해진 필수 활동 학기는 없지만 쉽지만은 않은 산악부의 특성상 짧게 활동해서는 재미를 느끼기 힘들 수도 있습니다. 2학기 이상 활동을 해 보시길 권장드리며 4학기 이상 활동 가능한 부원 대환영입니다!(꼭 20학번이 아니라도 입부할 수 있습니다! )  주요 활동 연혁 1979년 북미 최고봉 맥킨리(6194m) 등정 1982년 유럽 최고봉 몽블랑(4807m) 등정 1990년 남미 최고봉 아콩가구아(6959m) 등정 1995년 세계 최고봉 에베레스트(8848m) 등정 1996년 아프리카 최고봉 킬리만자로(5462m) 등정으로 5대륙 최고봉 모두 등정 2005년 유럽 최고봉이 엘브루즈(5642m)으로 변경됨에 따라 5대륙 최고봉 등정 다시 성공  최근 활동 연혁(2015) 2015 차마고도 원정 2016 요세미티 엘 캐피탄 등정 대학산악연맹 클라이밍 대회 남자 1위 4위 여자 신입생 2위 2017 캐나디안 로키 원정 대학산악연맹 클라이밍 대회 남자 2위 3위 2018 이탈리안 알프스 돌로미테 원정 2019 노르웨이 리우칸 원정 2020 캐나다 부가부 원정(예정)  연락처 주장 마재우 01024778408 페이스북  고려대학교 산악부(facebook.comkuac.co.kr) 인스타그램  KoreaUnivAlpineclub. ,"['운동', '동아리']"
 중앙동아리 예술비평연구회에서 신입회원을 모집합니다!  예술비평연구회(이하 예비연)은 예술이라 칭할 수 있는 모든 것들을 사랑하는 사람들이 자유롭게 모여 예술과 미학 전반에 대해 연구하는 동아리입니다. 저희가 다루는 대상은 영화 음악 전시 연극 공연 미술 게임 만화 등 예술이라고 부를 수 있는 모든 형태의 것들입니다.  2020 봄학기 주제  과거    모집대상  문학연극영화미술음악게임서브컬쳐 등 예술을 사랑하는 모든 사람 (나이학번전공 무관)   활동설명 예비연의 주요 활동으로는 정기 발제와 리뷰모임 사계절MT 소모임 톡방 등이 있습니다. 정기 발제는 매 학기마다 선정된 대주제를 바탕으로 발제자가 주제를 정해 발제합니다. 정기 발제는 매주 화요일6시 30분에 시작하고 발제가 끝난 후에는 뒤풀이가 있습니다. 리뷰모임은 회원들이 자유롭게 날짜를 잡은 후 모여서 공연이나 전시 등을 함께 관람하러 가는 활동이며 사계절MT는 오락과 동시에 평상시의 짧은 발제에서는 하기 어려운 깊이 있는 대화를 오래 즐기기 위한 장으로서 기능합니다. 소모임 톡방은 예술의 하위 분야에 따라 개설되며 현재 음악 문학 게임서브컬쳐 톡방이 있습니다. 모든 정기비정기 활동에는 필참 의무 규정이 없습니다    정기 세미나  세미나 발제작품 목록 영화 파업전야데이비드 게일지금은 맞고 그때는 틀리다타르코프스키? 라라랜드 레미제라블 기생충액트오브킬링조커님포매니악 그린델왈드의 범죄 소설 롤리타시지프신화돈키호테주홍글씨 한국 판타지 소설 게임 Darkest Dungeon오버워치젤다의전설Ostalgie the Berlin WallDoomHalfLife 음악 박문치vaporwaveblack sabbathTwoSetViolin 트라이톤 아이유 To Pimp a butterfly 쇼팽 시티팝 웹툰 복학왕 찌질의 역사 논픽션 역사의 연구 괴물의 심연 기타 창세기 톰 포드페도필리아아이에 대한 권리  발제문 보러 가기 httpsblog.naver.comartcriticsociety221484241912 공식 인스타그램 yebiyeonofficial   리뷰모임  2019년 리뷰 작품 목록 영화 어스 알라딘 양들의 침묵 라이온 킹우리집조커예스터데이 뮤지컬 록키호러쇼 강연회 프랭크 시나트라 평전 출판 강연회김훈 작가 CCL 강연회 전시회 마르셀 뒤샹 전 하룬 파로키  우리는 무엇으로 사는가 베르나르 뷔페전 국립현대미술관 과천관 균열전국립현대미술관 덕수궁관 광장국립현대미술관 서울관   사계절 MT  개파종파  동방에서 휴식 등   예비연은 당신을 환영합니다!  여러분이 위의 사례 중 하나라도 해당한다면 부담 없이 연락주세요. 우리는 이름만 어려운 동아리입니다! (이건 비밀인데 사실 우리는 영화 보고 와서 아무말 대잔치하다가 저녁 먹으러 가는 친목 모임이에요!)  문의 01020582803 부회장 고병완    2020 1학기 세미나는 수요일이 아닌 화요일에 진행하는 것으로 최종 결정되었습니다. 참고 부탁드립니다!,"['예술', '음악']"
고려대학교 생명과학대학 축구동아리 ATGC 신입부원 모집 즐거운 경기를 중시하는 고려대 생명과학대학 동아리 'ATGC'에서 저희와 함께할 신입부원을 모집합니다  ATGC 소개 상시모집 면접 없음 자유로운 분위기! 회식은 형들이 다 쏜다! 접시콘 스탭레더 등 별도로 장비 구비! 포지션 제한 없이! 어느 포지션이든 출전 가능 특수 포지션(골키퍼) 우대  주요활동 고대컵 총장배 출전 월 34회 교내 타 동아리와 경기(녹지운동장) 타 동아리의 용병으로도 출전 가능! ATGC 유니폼 제작!   ATGC는 가입 후 첫 1년 동안은 회비를 걷지 않습니다! 학번무관! 학과무관! 실력무관! 생명과학대학 동아리지만 학과에 구애받지 않고 다양한 과의 학우님들이 ATGC소속으로 경기에 출전하고 있습니다! 경기를 즐기기 위한 열정 노력만 있으시다면 환영입니다!  가입을 희망하시면 이름학과학번을 문자로 보내주세요!  주장 기홍엽(01072232193)  궁금한 점이 있으시다면 오픈톡방을 이용해주세요! (httpsopen.kakao.comosqB24R0b)  축구를 하고 싶은 분들 ATGC만의 유니폼을 맞춰보고 싶은 분들 새로운 사람들을 만나고 싶은 모든 분들을 환영합니다!,"['운동', '동아리']"
스쿼시 고려대학교 중앙 스쿼시동아리 엔더스 신입부원 모집 고려대학교 중앙 스쿼시동아리 엔더스에서 신입부원을 모집합니다. 학번무관학과무관성별무관상시모집이니 스쿼시에 관심있는 학우님들께선 아래 임원진 연락처로 연락주세요!   스쿼시란? 테니스나 배드민턴과 같은 라켓운동으로 사방이 벽으로 둘러싸인 코트에서 벽에 볼을 튀기고 이를 받아 쳐내는 경기입니다. 재미는 물론 운동효과가 탁월하여 남녀 모두 즐길 수 있는 운동입니다.    정기모임 엔더스 정기모임은 월요일 목요일 오후 7시부터 9시까지 화정체육관 지하 1층 스쿼시장에서 진행됩니다. 월요일과 목요일에는 강습부장의 스쿼시 강습이 진행됩니다. 정기모임은 필참이 아니니 자신의 스케줄에 맞춰 참여해 주시면 됩니다.   스쿼시가 처음이에요. 강습 때 기초부터 차근차근 가르쳐드리고 있으니 초보자라도 부담없이 칠 수 있습니다. 또한 스쿼시가 타 스포츠에 비해 생소한 면이 있기 때문에 동아리 가입 전에 강습을 한 번 들을 수 있는 기회를 제공해드리고 있습니다. 강습을 들은 후 임원진에게 가입여부를 알려주세요!   준비물 개인 운동복(일일권 사용시 필요정기권 사용시 화정체육관에서 지급됩니다) 인도어화 개인 세면도구가 필요합니다. (수건은 화정 체육관에서 대여가능) 연습용 라켓과 공은 동아리에서 빌려드립니다.    엔더스 가입방법 엔더스 계좌로 회비 30000원 입금 후 아래 임원진 연락처로 가입확인 문자를 보내주세요. 임원진이 입금이 확인되는 대로 엔더스 단톡방과 공지톡에 초대해 드립니다.  엔더스 계좌   케이뱅크 100188760127 이지영   화정체육관 이용방법(2가지)  1) 정기이용권 이용  portal.korea.ac.kr 에 접속 후 로그인  정보생활화정체육관 클릭  원하시는 종목  기간 선택 후 가입하기  해당계좌로 입금  화정체육관 이용  2) 일일이용권 이용  고려대학교 화정체육관 스쿼시장 계좌로 일일이용료 5000원 입금  화정체육관 1층 데스크에 문의 후 이용  스쿼시장 계좌번호  하나은행 39191000524604   엔더스 인스타 계정  kuenthes   임원진 연락처  부회장 김도현  01050675502  부회장 박슬기  01022401897  코로나19로 인해 현재 화정체육관은 전면폐쇄상황입니다. 화정체육관이 재개하면 정기 모임 시작 시기를 공지하도록 하겠습니다.,"['동아리', '운동']"
D3뇌과학학회 NewLearn에서 학회원을 모집합니다!! 안녕하세요 고려대학교 유일의 뇌과학 학회 NewLearn입니다!   NewLearn에서 2020년도에 함께할 당신을 찾고 있습니다  뇌과학에 대한 기초지식이 부족해서 뇌과학과 거리가 먼 전공자라서 혹은 체험할 활동들이 전부 지루하기만 한 것같아서 고민되시나요? 생물 공학 심리와 같은 여러 분야의 기초지식을 다양하고 흥미로운 활동을 통해 함께 쌓아가는 NewLearn이 당신을 기다리고 있는데 뭘 더 고민하시나요  뇌과학에 대한 당신이 가진 모든 호기심과 기대를 충족시킬 NewLearn. 당신의 지원을 기다릴게요    활동기간 2020학년도 1학기부터 (두 학기 동안 활동)  지원자격 매주 월요일 저녁 79시 정기세션에 참여 가능한 고려대학교 학생 (학번전공 무관)  지원 접수 기간 3월 30일 (월) 4월 10일 (금) 23시 59분  지원서 다운로드 httpsbit.ly39gZd6c    지원서 제출은 newlearn1415gmail.com으로 해주시면 됩니다!  매주 월요일 저녁 79시에 정기세션이 진행되니 지원서 제출시 참고하시길 바랍니다!   문의사항은 httpnewlearn.krfaq 를 참고하시거나 01071320892로 연락해주세요!  NewLearn 페이스북 httpswww.facebook.comnewlearn1905,"['스터디', '학회']"
TIGERS로 오세요 안녕하세요 고대 학우 여러분 고려대학교 미식축구부 TIGERS에서 신입 부원 및 스태프를 모집하고 있습니다.  선수 및 스태프 지원 문의  주장 조윤채 (01045092098  alpha7707naver.com)  모집분야 QB(쿼터백) RB(러닝백) WR(리시버) OLDL(라인맨) K(키커) 스태프(팀매니지먼트 스포츠마케팅)  모집대상 고려대학교 재학 및 휴학생 (학번 및 전공 무관 복학생 및 교환학생 가능)  활동내용 Player  주3회 팀 훈련 춘계(5월)추계(9월) 대학미식축구 선수권 대회 참가 스트렝스 코치 지도하에 매주 PT진행 Staff  스포츠 마케팅(전문PR팀) 팀 매니지먼트(행정 및 경영) 담당  활동 혜택 훈련 필요 장비(50만원 상당) 무상 제공 전문 트레이너 지도 PT 제공 (TIGERS 부실) 훈련 후 식사 무료 제공 미식축구 국가대표 선출 시 출전비 지원 다수 스포츠 브랜드 광고 촬영 (아디다스 데상트 등)  운동신경이 부족하거나 미식축구에 대한 지식이 없어도 누구나 지원 가능합니다.  스태프의 경우 스포츠 마케팅 및 팀 매니지먼트에 관심이 있다면 학교와 관계 없이 누구나 지원가능합니다.  체계적인 훈련과 운동부라 믿기지 않는 행복한 분위기! 다양한 기념행사와 재밌는 뒷풀이 선배들의 취업 멘토링까지! 60년 역사의 고려대 미식축구부의 일원이 될 기회를 놓치지 마세요!  관련 링크 httpswww.instagram.comofficialkoreatigers1962 인스타그램 httpswww.youtube.comwatch?vHNqxnus3uyo 홍보영상,"['운동', '동아리', '친목']"
고려대학교 SK LOOKIE 신입회원 모집 호랑불 4기 회원 모집  고려대학교 SK LOOKIE 호랑불에서 사회적 가치를 창출할 수 있는 창업 아이템을 같이 구상할 신입 루키를 모집합니다!  고려대학교 SK LOOKIE 호랑불은 기업가 정신을 기반으로 사회문제를 해결하는 사회혁신을 위해 활동합니다. 호랑불은 SK행복나눔재단의 지원을 받는 전국 30개 대학으로 이루어진 SK LOOKIE 소속 창업 동아리로 전체 행사와 워크숍에 참가할 기회가 주어지는 대외활동 창업 동아리입니다.  호랑불에서는 이런 분들을 원합니다 창업에 관심은 있는데 무엇부터 해야 할 지 모르겠다! 실전 창업을 경험해보고 싶다! 여러 사람들과 자유롭게 아이디어를 공유해보고 싶다! 처음부터 끝까지 내 손으로 창업을 해보고 싶다! 일단 한 번 부딪혀보면서 많은 도전과 실패를 해보고 싶다! 우리 사회의 여러 문제들을 직접 해결해보고 싶다! 내 돈으로 창업하기는 무섭다! 도전에 두려워하지 않고 사회적 기업과 창업 그리고 사회 혁신에 관심 있는 고려대학교 학생이라면 누구나 지원 가능합니다!  SK LOOKIE 매거진에 나온 말을 인용하자면 루키가 되면 가장 먼저 그리고 가장 오랜 시간 동안 사회적 가치를 발생시키는 비즈니스 모델을 만드는 데 시간을 씁니다. 한마디로 사회 혁신을 하면서 돈을 벌 수 있는 구조를 만들어야 합니다. 둘 중 하나만 이루려고 하여도 힘든데 둘 다 신경써야하니 중간에 막막해지는 경우가 많습니다. 그래서 누군가 루키를 하기 위해 가장 필요한 것이 무엇이냐고 묻는다면 고민 없이 단단한 강철 멘탈이라고 말할 것입니다. 다른 특별한 능력이 아니라 고작 정신력이라고? 비웃을 수도 있습니다. 하지만 루키를 위해 단연코 가장 중요한 것입니다. 루키에 들어오면 수많은 실패와 마주합니다. 그리고 저희 호랑불은 그러한 실패 속에서도 좌절하지 않고 나아갈 수 있는 신입 회원 분들을 원합니다.   더 많은 정보는 루키 공식 홈페이지에 나와있습니다. SK LOOKIE 홈페이지 httpswww.sklookie.com   2020년 호랑불 4기는 두 개의 팀으로 프로젝트를 진행할 예정입니다. 1팀 매주 목요일 19시21시 팀별 회의 2팀 매주 금요일 17시19시 팀별 회의 전체 회의 격주 금요일 19시22시 회의 시간은 1학기 동안만 지속되며 추후에 부원들의 일정에 맞춰 변경될 예정입니다.   현재는 같은 시간에 온라인으로 회의가 진행됩니다. (과제 대체일 경우도 있습니다.) 오프라인 회의 전환은 상황에 따라 달라집니다.   서류 접수 기간 4.6(월)4.15(수)저녁11시59분까지  서류 합격자 발표 4.16(목) 면접 기간 4.16(목)4.17(금) 최종 합격자 발표 4.18(토) 활동 기간 2021.02(수료증을 받기 위한 최소 활동 기간) 지원 방법 구글독스를 통해 지원 ( httpsforms.gle1YGBooE2V2daVp3B6 )  문의 사항 회장 김범진(01035545973),"['사회', '경영']"
동아리 늙은이는 안된다? 오프라인 개강 연기로 인해 모집일정이 변경되었습니다  불아스 중앙 댄스스포츠 동아리 신입 모집  불아스 제38기 신입부원을 모집합니다!! 춤을 좋아하는 사람! 댄스스포츠에 도전해보고 싶은 사람! 대회 공연 준비하며 소중한 친구를 만들고 싶은 사람! 모두모두 환영합니다! 불아스는 나이 학번 성별 학과 무관으로 활짝 열려있답니다!  모집일정 맛보기 강습 (필참이 아니니 부담갖지 마세요!)(추후 장소가 변경될 수 있습니다) 511 월 19시 4.18기념관 지하 1층 b106호 513 수 19시 4.18기념관 지하 1층 b106호 개강총회 514 목 19시 4.18 기념관 지하2층 소강당  총회 장소는 변경될 수 있습니다! 변경될 시 새로  공지하고 지원해주신 연락처로 연락 드리겠습니다  지원방법 514 개강총회날까지 아래 링크 통해서 지원해주세요!!  httpsdocs.google.comformsd1FPauseE07lmrJoWEHRt9OF42Q8Ol8IsXje1y7jV66Pwviewform?editrequestedtrue  망설이지 말고 드루와  학기 중 활동 일정 매주 월 목 19시 월요일 현직 프로 선생님들의 강습 목요일 월요일 수업 루틴 복습  회장단 강습 시험 전 주와 시험 주에는 모이지 않습니다! 학기 중 MT 계획 중  직전학기 성과 19년 9월 15일 SBS 집사부일체 86회 출연 19년 11월 9일 성북구청장배 댄스스포츠대회 일반부 단체 1위 4위 수상!  SNS 인스타그램 httpsinstagram.comitskuburas 페이스북 httpswww.facebook.comBurasDS 유튜브 httpswww.youtube.comchannelUCKDjwLltK27hgWDkWOfBPA KU CCL 홍보영상 httpsyoutu.bevYPtSqOCq1c  문의 불아스 회장단 최주영 01082556069 한희상 01074461019,"['동아리', '운동']"
